location,size,total_sqft,bath,price,price_per_sqft
Electronic City Phase II,2 BHK,900,2,32.5,3611
other,1 Bedroom,750,2,50,6666
Hoodi,3 Bedroom,780,3,62,7948
Ananth Nagar,2 BHK,908,2,26,2863
Sarjapur  Road,4 Bedroom,3416.5,6,143,4185
Thanisandra,4 BHK,3216,4,226,7027
BEML Layout,5 Bedroom,2400,4,225,9375
Iblur Village,2 BHK,1400,2,68,4857
Kudlu,2 BHK,1092,2,44,4029
Hulimavu,2 BHK,1255,2,74,5896
Electronic City,3 BHK,1500,2,100,6666
Thanisandra,2 BHK,1296,2,72,5555
Horamavu Banaswadi,2 BHK,925,2,38,4108
Raja Rajeshwari Nagar,2 BHK,1023,2,42,4105
other,2 BHK,600,3,75,12500
Thanisandra,2 BHK,1020,2,44.5,4362
Choodasandra,3 BHK,1530,3,77,5032
Gubbalala,3 BHK,1650,3,71,4303
other,3 BHK,1605,2,85,5295
Hosakerehalli,2 BHK,1925,2,50,2597
Kogilu,2 BHK,1190,2,50.66,4257
Jakkur,3 BHK,1374,3,68,4949
6th Phase JP Nagar,2 BHK,1140,2,65,5701
Green Glen Layout,3 BHK,1725,3,130,7536
Bisuvanahalli,3 BHK,1075,2,50,4651
Kannamangala,3 BHK,1574,3,93.34,5930
Sanjay nagar,1 BHK,965,1,32,3316
Marathahalli,3 BHK,1550,3,83,5354
other,2 BHK,1205,2,60,4979
Kambipura,3 BHK,1082,2,55,5083
Uttarahalli,3 BHK,1215,2,52.85,4349
Hebbal,4 BHK,2483,5,230,9262
other,2 Bedroom,1200,3,46.14,3845
other,1 BHK,1500,1,19.5,1300
other,4 Bedroom,2360,4,600,25423
Ardendale,4 BHK,3198,4,250,7817
Kanakpura Road,3 BHK,1452,3,60.98,4199
Electronic City Phase II,3 BHK,1329,2,41,3085
other,2 BHK,1125,2,44,3911
other,2 Bedroom,1200,2,70,5833
Sarjapur  Road,3 BHK,1350,3,39.97,2960
Uttarahalli,3 BHK,1312.5,3,51.19,3900
Hebbal,3 BHK,2600,3,195,7500
other,2 Bedroom,1200,2,160,13333
Electronic City Phase II,3 BHK,1220,3,35.23,2887
Pai Layout,2 BHK,1255,2,80,6374
other,3 BHK,1904,3,155,8140
Somasundara Palya,2 BHK,1329,2,70,5267
Chandapura,2 Bedroom,1200,2,60,5000
Murugeshpalya,3 BHK,2135,3,160,7494
other,3 BHK,2770,4,315,11371
other,1 BHK,813,1,39,4797
other,4 Bedroom,3884,4,240,6179
Doddaballapur,3 Bedroom,3876,3,300,7739
Kalena Agrahara,2 BHK,800,2,30,3750
other,4 Bedroom,4750,2,120,2526
Hormavu,3 BHK,1500,3,70,4666
Bannerghatta Road,3 BHK,1880,3,95,5053
Electronic City,3 BHK,1440,2,55,3819
Akshaya Nagar,3 BHK,1575,3,90,5714
other,3 BHK,1630,2,97.78,5998
Yelahanka,3 BHK,1180,3,55,4661
other,2 BHK,1090,2,36,3302
NGR Layout,2 BHK,1020,2,48.45,4750
other,4 BHK,2425,4,173,7134
Varthur,2 BHK,1097,2,33.82,3082
Raja Rajeshwari Nagar,2 BHK,1070,2,50,4672
Kumaraswami Layout,2 BHK,1000,2,58,5800
Hoodi,8 Bedroom,1120,8,150,13392
other,2 BHK,1150,2,56,4869
Frazer Town,3 BHK,1900,4,145,7631
other,2 BHK,1141,2,49,4294
Jigani,2 BHK,937,2,44,4695
Green Glen Layout,2 BHK,1075,2,60,5581
Panathur,2 BHK,1000,2,65.3,6530
Kasavanhalli,3 BHK,1450,3,77.41,5338
Yelachenahalli,5 Bedroom,897,2,85,9476
other,2 BHK,936,2,43,4594
other,2 BHK,1280,2,75,5859
Babusapalaya,2 BHK,1050,2,45,4285
Marathahalli,2 BHK,1350,2,86,6370
Mallasandra,2 BHK,1325,2,70,5283
Devanahalli,2 BHK,1174,2,59,5025
Hosur Road,3 BHK,1890,3,162,8571
other,1 BHK,735,1,75,10204
other,1 BHK,500,1,24,4800
Gottigere,3 BHK,1304,3,80,6134
Yelahanka,3 BHK,1653,3,120,7259
Bisuvanahalli,3 BHK,1075,2,52,4837
7th Phase JP Nagar,2 BHK,1212,3,42,3465
other,2 BHK,1100,2,50,4545
Rajaji Nagar,4 BHK,3436,6,500,14551
other,3 Bedroom,1200,4,145,12083
Billekahalli,2 BHK,1140,2,50,4385
other,2 Bedroom,1200,2,100,8333
Kudlu Gate,3 BHK,1532,3,83,5417
Doddaballapur,3 Bedroom,2776,4,195,7024
Padmanabhanagar,3 BHK,1531,2,75,4898
Poorna Pragna Layout,3 BHK,1270,2,50.79,3999
Uttarahalli,2 BHK,1325,2,53,4000
other,3 Bedroom,1200,3,160,13333
Electronic City,3 BHK,1156,2,44,3806
R.T. Nagar,4 Bedroom,2000,4,320,16000
Bannerghatta Road,2 BHK,1260,2,70,5555
Vittasandra,2 BHK,1934,2,90,4653
Malleshpalya,2 BHK,1060,2,40,3773
Kasavanhalli,3 BHK,1476,3,95,6436
Murugeshpalya,2 BHK,1185,2,85,7172
other,3 BHK,1265,2,82,6482
other,4 BHK,3200,5,150,4687
other,2 BHK,1196,2,56.81,4750
EPIP Zone,2 BHK,1280,2,69,5390
Marathahalli,4 Bedroom,800,4,86,10750
Hulimavu,2 BHK,1175,2,45,3829
other,3 BHK,1850,3,98,5297
Indira Nagar,4 Bedroom,2400,4,525,21875
Whitefield,2 BHK,1195,2,70,5857
Ulsoor,3 BHK,2000,3,185,9250
other,7 BHK,600,4,100,16666
Hebbal Kempapura,4 Bedroom,800,5,155,19375
Hosur Road,2 BHK,1180,2,36.5,3093
Jakkur,2 BHK,1050,2,49.87,4749
Electronic City,3 BHK,1400,2,40.44,2888
other,4 Bedroom,2360,4,150,6355
other,2 BHK,1030,2,77.25,7500
other,2 BHK,1512,1,65.01,4299
Subramanyapura,2 BHK,929,2,48,5166
Jigani,3 BHK,1252,3,61,4872
Green Glen Layout,3 BHK,1485,3,115,7744
Electronics City Phase 1,3 BHK,1124,2,55,4893
TC Palaya,6 Bedroom,2400,6,370,15416
Indira Nagar,3 BHK,1407,3,120,8528
Hennur Road,3 BHK,1482,2,97,6545
Sector 7 HSR Layout,2 BHK,1163,2,98.86,8500
Jalahalli,3 BHK,1570,3,140,8917
Whitefield,3 BHK,3480,4,284,8160
Chandapura,1 BHK,520,1,14.04,2700
other,3 BHK,2000,3,160,8000
Prithvi Layout,2 BHK,1352,2,75,5547
Electronic City,2 BHK,1152,2,65,5642
other,3 BHK,1575,3,93,5904
Hegde Nagar,3 BHK,1965,4,125,6361
other,3 BHK,1300,2,70,5384
Sarjapur  Road,4 Bedroom,1,4,120,12000000
Marathahalli,2 BHK,957,2,47,4911
Hoskote,3 BHK,1740,3,60,3448
Kanakpura Road,5 Bedroom,1080,6,65,6018
Neeladri Nagar,2 BHK,1060,2,35,3301
other,2 BHK,975,2,50,5128
Ramamurthy Nagar,2 BHK,1150,2,51,4434
Whitefield,3 BHK,1738,2,79,4545
Bommanahalli,3 BHK,1250,3,55,4400
Bannerghatta Road,3 BHK,1788,3,90,5033
Kanakapura,2 BHK,1151,2,59,5125
Uttarahalli,3 BHK,1300,2,60,4615
Garudachar Palya,2 BHK,1150,2,52.8,4591
other,2 BHK,1380,2,75,5434
Hebbal,3 BHK,1645,3,117,7112
Babusapalaya,2 BHK,1141,2,45.9,4022
7th Phase JP Nagar,2 BHK,1175,2,82.5,7021
Banashankari Stage V,3 BHK,1355,2,61,4501
Dasarahalli,2 BHK,1150,2,70,6086
other,5 BHK,5800,5,80,1379
other,2 BHK,1000,2,45,4500
Balagere,2 BHK,1007,2,65,6454
other,4 BHK,3000,5,100,3333
Kothanur,3 BHK,1436,3,70,4874
Marathahalli,4 BHK,4000,4,220,5500
Somasundara Palya,3 BHK,2372,3,140,5902
R.T. Nagar,6 Bedroom,1500,6,240,16000
Rajaji Nagar,2 Bedroom,1200,2,150,12500
Rayasandra,2 BHK,1016,2,58,5708
Dodda Nekkundi,2 BHK,1100,2,48,4363
other,2 BHK,1080,2,45,4166
Electronic City,2 BHK,1070,2,60,5607
Kadubeesanahalli,3 BHK,1532,3,115,7506
Hennur,2 BHK,1040,2,42.12,4050
other,3 Bedroom,3100,3,250,8064
Tumkur Road,2 BHK,1137.5,2,48.905,4299
Thanisandra,3 BHK,1430,2,51.6,3608
Rajaji Nagar,2 Bedroom,1160,1,163,14051
ITPL,4 BHK,3262,5,205,6284
other,7 Bedroom,2100,7,410,19523
other,2 BHK,1190,2,100,8403
other,3 BHK,1827,3,100,5473
HRBR Layout,2 BHK,1210,2,75,6198
other,3 BHK,1500,3,95,6333
Rachenahalli,2 BHK,1050,2,53.5,5095
Hebbal,2 BHK,1251,2,88.73,7092
HSR Layout,3 BHK,1600,2,115,7187
Electronic City,2 BHK,1128,2,65.5,5806
Budigere,3 BHK,1820,3,93,5109
Thigalarapalya,3 BHK,2072,4,159,7673
Raja Rajeshwari Nagar,3 BHK,1510,2,59,3907
Hoodi,3 BHK,1925,2,114,5922
Hennur Road,3 Bedroom,2651,2,225,8487
Thigalarapalya,3 BHK,2072,4,147,7094
Kumaraswami Layout,2 BHK,1000,2,36,3600
KR Puram,3 Bedroom,1752,3,145,8276
Sahakara Nagar,2 BHK,960,2,56,5833
other,2 BHK,1180,2,63,5338
Benson Town,3 BHK,2270,3,180,7929
NRI Layout,2 Bedroom,650,2,59,9076
Lakshminarayana Pura,2 BHK,1200,2,75,6250
Bisuvanahalli,3 BHK,1180,2,46,3898
other,3 BHK,1300,3,47,3615
Bannerghatta Road,2 BHK,1157,2,40,3457
Kanakpura Road,3 BHK,1300,3,69,5307
Banashankari Stage III,3 BHK,1305,2,59,4521
Hegde Nagar,3 BHK,2006,4,196,9770
Jakkur,2 BHK,1290,2,80,6201
Hoskote,2 BHK,1170,2,45,3846
other,4 Bedroom,971,2,135,13903
Yelachenahalli,2 BHK,1400,2,78,5571
Lakshminarayana Pura,2 BHK,1200,2,75,6250
other,3 BHK,1155,2,60,5194
Hormavu,3 BHK,1725,3,85,4927
Kanakpura Road,2 BHK,700,2,40,5714
other,4 Bedroom,7000,5,2050,29285
Hoodi,2 BHK,1112,2,88,7913
Somasundara Palya,2 BHK,1178,2,78,6621
Badavala Nagar,2 BHK,1274,2,81,6357
Doddathoguru,2 BHK,915,2,32,3497
6th Phase JP Nagar,8 Bedroom,1650,6,135,8181
Hosur Road,1 BHK,760,1,21.28,2800
other,3 BHK,1540,3,68,4415
other,2 BHK,1206,2,38.5,3192
other,3 BHK,1645,3,95,5775
other,4 Bedroom,1200,4,170,14166
other,4 Bedroom,1200,4,140,11666
Nehru Nagar,4 BHK,2342,3,115,4910
other,3 BHK,1200,2,55,4583
Yelenahalli,2 BHK,1056,2,33,3125
Raja Rajeshwari Nagar,8 Bedroom,4800,8,225,4687
Kanakpura Road,3 BHK,1450,3,54.3,3744
other,2 BHK,1161,2,36.69,3160
other,2 BHK,1097,2,65,5925
Uttarahalli,2 BHK,850,2,35,4117
Green Glen Layout,3 BHK,1715,3,115,6705
Basavangudi,3 BHK,2300,3,317,13782
Electronic City,2 BHK,1200,2,59,4916
8th Phase JP Nagar,2 BHK,1080,2,38,3518
Kasavanhalli,2 BHK,1200,2,50.3,4191
other,4 Bedroom,2400,4,550,22916
Banashankari,3 BHK,1400,2,78,5571
Whitefield,4 Bedroom,1500,4,200,13333
Kanakpura Road,1 BHK,458,1,19.695,4300
Marathahalli,2 BHK,1230,2,57,4634
Kalyan nagar,3 BHK,1640,3,88,5365
Banashankari,3 BHK,1700,3,125,7352
Bommasandra,3 BHK,1478,2,44,2976
other,4 BHK,6600,4,986,14939
Banashankari,2 BHK,1020,2,40.79,3999
Nagarbhavi,2 Bedroom,1200,2,150,12500
Yelahanka,3 BHK,1275,2,95,7450
other,4 Bedroom,1600,3,165,10312
Kanakapura,2 BHK,1110,2,38.85,3500
Uttarahalli,3 BHK,1627.86,3,88,5405
other,2 BHK,620,2,22,3548
Whitefield,4 Bedroom,3004,4,285,9487
Hosa Road,2 BHK,1133,2,52,4589
Hennur Road,2 BHK,1182,2,82.5,6979
Tumkur Road,3 BHK,1500,3,100,6666
Hebbal Kempapura,4 BHK,3900,5,360,9230
Marathahalli,2 BHK,1200,2,58,4833
Raja Rajeshwari Nagar,2 BHK,1128,2,48.79,4325
other,2 BHK,900,2,110,12222
Amruthahalli,2 BHK,1100,2,45,4090
Kengeri Satellite Town,2 BHK,635,1,22,3464
Ardendale,4 BHK,2062,3,140,6789
Thanisandra,3 BHK,1874,4,130,6937
Vidyaranyapura,4 Bedroom,600,3,78,13000
Old Madras Road,2 BHK,1171,2,75,6404
Sarjapur,3 BHK,2020,3,85,4207
8th Phase JP Nagar,2 BHK,1059,2,34.5,3257
Panathur,3 BHK,1315,2,59.1,4494
Jakkur,3 BHK,1760,3,110,6250
other,2 Bedroom,1200,2,125,10416
Hennur Road,3 BHK,1192,2,62,5201
Hebbal,3 BHK,1645,3,121,7355
Whitefield,2 BHK,1250,2,72,5760
Whitefield,1 BHK,709,1,34.385,4849
Whitefield,2 BHK,1340,2,77,5746
Cooke Town,3 BHK,2388,4,239,10008
Hosa Road,2 BHK,1369.1,2,104,7596
other,2 BHK,1355,2,75,5535
Bannerghatta Road,2 BHK,1150,2,65,5652
Kanakapura,3 BHK,1938,3,113,5830
Begur Road,4 BHK,2462,4,124,5036
Budigere,3 BHK,1636,3,85,5195
Akshaya Nagar,3 BHK,1430,2,75,5244
other,3 BHK,2000,3,85,4250
Electronic City Phase II,3 BHK,993,2,50,5035
Laggere,4 Bedroom,1260,4,150,11904
Kanakpura Road,3 BHK,1700,3,88,5176
Yelahanka,2 BHK,1270,2,78,6141
Anjanapura,3 Bedroom,1500,3,121,8066
Koramangala,3 BHK,2300,3,290,12608
other,4 Bedroom,7500,4,900,12000
Marathahalli,3 BHK,1650,3,86.45,5239
Panathur,2 BHK,1109,2,63,5680
other,2 BHK,1280,2,49.75,3886
Sarjapur,4 Bedroom,2885,3,185,6412
Banashankari,9 Bedroom,1200,9,145,12083
Devanahalli,3 Bedroom,1600,3,180,11250
Kothanur,3 BHK,1462,3,71,4856
Marathahalli,1 BHK,607,1,35,5766
Kammasandra,2 BHK,930,2,25,2688
Varthur,4 Bedroom,4500,5,300,6666
Sahakara Nagar,5 Bedroom,1200,5,160,13333
Malleshwaram,3 BHK,2600,3,237,9115
JP Nagar,4 BHK,3000,4,140,4666
Electronic City Phase II,3 BHK,1418,3,52.47,3700
other,2 Bedroom,4200,1,160,3809
EPIP Zone,2 BHK,1125,2,65,5777
CV Raman Nagar,3 BHK,1825,3,126,6904
Whitefield,2 BHK,1320,2,79.5,6022
JP Nagar,4 Bedroom,3000,4,140,4666
HAL 2nd Stage,3 BHK,1490,2,300,20134
other,4 Bedroom,1650,3,300,18181
Whitefield,2 BHK,750,2,52.7,7026
Yelahanka,3 BHK,1400,2,80.54,5752
other,4 BHK,4104,4,360,8771
Rajaji Nagar,4 BHK,5000,4,375,7500
Mahadevpura,5 Bedroom,3295,4,260,7890
other,4 Bedroom,1150,3,110,9565
Whitefield,3 Bedroom,1200,3,61.96,5163
Poorna Pragna Layout,2 BHK,965,2,48,4974
Gottigere,1 Bedroom,812,1,26,3201
KR Puram,2 BHK,1100,2,43,3909
Whitefield,2 BHK,1180,2,41,3474
HSR Layout,2 BHK,1145,2,48,4192
Haralur Road,2 BHK,1027,2,44,4284
other,2 BHK,1215,2,49.85,4102
Hegde Nagar,2 Bedroom,1200,2,75,6250
Kenchenahalli,2 BHK,1015,2,58,5714
Kaggalipura,3 Bedroom,2400,3,165,6875
Whitefield,4 Bedroom,3000,4,306,10200
7th Phase JP Nagar,3 Bedroom,3300,4,160,4848
other,2 BHK,1076,2,52,4832
JP Nagar,2 BHK,1300,2,109,8384
Hebbal Kempapura,2 BHK,1300,2,102,7846
Hosa Road,3 BHK,1512,3,123,8134
Bhoganhalli,3 BHK,1053.4,3,88.91,8440
Yeshwanthpur,1 BHK,605,1,41.745,6899
Hormavu,2 BHK,1153,2,65,5637
other,2 Bedroom,2080,2,150,7211
Hulimavu,2 BHK,1255,2,69,5498
Marathahalli,3 BHK,1583,3,109,6885
other,2 BHK,1505,2,90,5980
Kathriguppe,3 BHK,1365,2,75.08,5500
other,3 Bedroom,1200,3,95.75,7979
other,3 BHK,1810,4,148,8176
Magadi Road,1 Bedroom,440,1,35,7954
Subramanyapura,2 BHK,975,2,63,6461
other,2 BHK,1250,2,39,3120
other,3 BHK,1530,2,97,6339
Kereguddadahalli,3 BHK,1300,2,39,3000
Channasandra,2 BHK,1115,2,40,3587
Sarjapur  Road,2 BHK,1308,2,83,6345
Parappana Agrahara,2 BHK,1194,2,47,3936
Uttarahalli,3 BHK,1490,2,59.6,4000
Bannerghatta Road,4 Bedroom,10000,4,450,4500
Sarjapur  Road,3 BHK,1592,3,91,5716
Rajaji Nagar,2 BHK,1222,2,112,9165
Raja Rajeshwari Nagar,2 BHK,1267,2,42.85,3382
Balagere,1 BHK,656,1,53,8079
Dodda Nekkundi,4 Bedroom,3400,4,530,15588
Garudachar Palya,4 BHK,4500,5,400,8888
Chandapura,2 Bedroom,1200,1,36,3000
Thanisandra,3 BHK,1698,3,102,6007
other,3 BHK,1500,3,70,4666
other,4 Bedroom,2000,5,80,4000
Electronic City,2 BHK,1152,2,65.75,5707
Raja Rajeshwari Nagar,1 BHK,550,1,21,3818
Pattandur Agrahara,2 BHK,900,2,42,4666
other,3 BHK,1410,2,45.12,3200
Akshaya Nagar,3 BHK,1419,2,73,5144
Amruthahalli,2 BHK,1200,2,55,4583
AECS Layout,3 BHK,1800,3,65,3611
Gottigere,2 BHK,990,2,40,4040
Sarjapur  Road,2 BHK,1016,2,45,4429
Bannerghatta Road,2 BHK,1100,2,39,3545
Ramamurthy Nagar,4 BHK,850,2,65,7647
Whitefield,2 BHK,1095,2,35,3196
other,3 BHK,2000,3,85,4250
Budigere,2 BHK,1444,2,70,4847
Whitefield,2 BHK,1415,2,67,4734
other,3 Bedroom,1500,2,130,8666
other,3 BHK,1600,3,72,4500
Whitefield,2 BHK,1105,2,41.36,3742
Electronic City,3 BHK,1225,3,45.03,3675
Frazer Town,3 BHK,2560,3,265,10351
Kanakpura Road,2 BHK,1080,2,37.8,3499
Dasarahalli,7 Bedroom,2400,3,150,6250
Talaghattapura,3 BHK,1856,3,135,7273
Haralur Road,3 BHK,1464,3,56,3825
other,6 Bedroom,2100,6,71,3380
Sarjapur  Road,2 BHK,1150,2,77,6695
Abbigere,5 Bedroom,1200,4,98,8166
5th Phase JP Nagar,3 BHK,1485,2,67,4511
other,3 BHK,2500,3,75,3000
Whitefield,2 Bedroom,1200,2,45,3750
Hennur Road,2 BHK,1036,2,59.46,5739
Whitefield,4 Bedroom,3445,5,270,7837
other,2 BHK,1400,2,80,5714
Bommanahalli,2 BHK,1110,2,33,2972
Kodichikkanahalli,2 BHK,1150,2,48,4173
Kenchenahalli,1 BHK,715,1,45,6293
Magadi Road,4 Bedroom,1200,4,130,10833
Rajaji Nagar,5 Bedroom,1200,3,260,21666
Jakkur,4 BHK,2283,4,130,5694
other,6 Bedroom,1790,5,250,13966
Hormavu,3 BHK,1453,2,43.58,2999
Nagarbhavi,3 BHK,1400,2,85,6071
Padmanabhanagar,3 BHK,1400,3,65,4642
Whitefield,3 BHK,1700,3,140,8235
Kanakpura Road,3 BHK,1591,3,120,7542
Nagarbhavi,3 BHK,1515,2,79,5214
Marathahalli,5 Bedroom,2500,3,200,8000
Chandapura,2 BHK,975,2,24.86,2549
Yeshwanthpur,3 BHK,1382,2,76.18,5512
Nagasandra,7 Bedroom,1750,5,350,20000
other,3 BHK,1533,3,150,9784
Cunningham Road,3 BHK,3815,3,763,20000
other,2 BHK,1100,2,38,3454
other,4 BHK,3730,6,450,12064
Banashankari Stage II,3 BHK,1500,2,120,8000
Yelahanka,3 BHK,1391,2,64.5,4636
Begur Road,2 BHK,1160,2,42.92,3700
Chandapura,1 BHK,620,1,27,4354
other,8 Bedroom,2400,9,350,14583
Vidyaranyapura,8 Bedroom,1200,7,130,10833
Whitefield,4 Bedroom,4827,4,400,8286
Kanakpura Road,3 BHK,1482,3,60.98,4114
Whitefield,2 BHK,1405,2,84.5,6014
Gunjur,2 BHK,1190,2,40,3361
Harlur,2 BHK,1174,2,78,6643
Seegehalli,2 Bedroom,1155,2,72,6233
Thanisandra,3 BHK,1411,3,93.04,6593
other,2 BHK,745,2,50,6711
Kereguddadahalli,2 BHK,1000,2,30,3000
Jigani,2 BHK,923,2,50,5417
Yeshwanthpur,2 BHK,1000,2,32,3200
Battarahalli,2 BHK,1276,2,45,3526
other,3 BHK,1460,3,70,4794
other,2 BHK,1355,2,95,7011
other,1 BHK,833,1,49,5882
other,8 Bedroom,1200,8,275,22916
other,5 Bedroom,1750,5,450,25714
Ramamurthy Nagar,2 BHK,1200,2,48,4000
Yeshwanthpur,1 BHK,669,1,36.85,5508
7th Phase JP Nagar,3 Bedroom,2200,4,105,4772
Koramangala,3 BHK,1594,3,125,7841
Kothanur,3 BHK,1790,3,105,5865
NGR Layout,2 BHK,1020,2,45,4411
other,4 Bedroom,3250,5,850,26153
other,2 BHK,1037,2,36.28,3498
Whitefield,3 BHK,1345,2,57,4237
Kodichikkanahalli,2 BHK,1070,2,43,4018
other,4 BHK,3000,5,270,9000
Yeshwanthpur,3 BHK,1385,2,76.18,5500
Kanakpura Road,2 BHK,1207,2,79.9,6619
Varthur,2 BHK,1140,2,55.5,4868
other,2 BHK,1220,2,68,5573
other,4 Bedroom,3811,3,475,12463
Iblur Village,4 BHK,3596,5,252,7007
Sarjapur  Road,3 BHK,1965,3,120,6106
Koramangala,3 BHK,1760,2,115,6534
Haralur Road,2 BHK,1225,2,70,5714
Marathahalli,2 BHK,1075,2,52.43,4877
Panathur,2 BHK,1000,2,68,6800
Hennur Road,3 BHK,1891,3,109,5764
Yelahanka,2 BHK,1322,2,86,6505
other,3 Bedroom,1095,3,215,19634
Bellandur,4 Bedroom,3600,4,260,7222
AECS Layout,2 BHK,1045,2,36.58,3500
other,3 BHK,1545,3,85,5501
Thanisandra,3 BHK,1996,3,135,6763
Brookefield,2 BHK,1125,2,70,6222
Mysore Road,3 BHK,1560,3,115,7371
BEML Layout,3 BHK,2000,2,85,4250
Murugeshpalya,4 BHK,3100,4,310,10000
other,2 BHK,780,2,35,4487
other,2 Bedroom,1350,2,110,8148
Sarjapur  Road,3 BHK,2275,4,180,7912
other,2 BHK,1350,2,41,3037
Haralur Road,3 BHK,1464,3,56,3825
Kanakpura Road,3 BHK,1570,3,64.5,4108
Dasanapura,1 BHK,708,1,28.32,4000
Sarjapur  Road,3 BHK,1680,3,160,9523
Hoodi,2 BHK,1400,2,82,5857
Bellandur,2 BHK,1310,2,72,5496
BTM Layout,6 Bedroom,3300,6,165,5000
Electronics City Phase 1,2 BHK,1175,2,57,4851
Chikkalasandra,3 BHK,1428,2,80,5602
Akshaya Nagar,4 Bedroom,750,4,62,8266
Whitefield,4 BHK,3252,4,280,8610
Haralur Road,2 BHK,1194,2,46,3852
other,8 Bedroom,750,8,200,26666
8th Phase JP Nagar,2 BHK,1080,2,35,3240
other,3 BHK,1200,2,68,5666
Whitefield,2 Bedroom,1200,2,45,3750
other,5 Bedroom,1200,4,120,10000
Bommasandra Industrial Area,3 BHK,1320,2,38.13,2888
Badavala Nagar,3 BHK,1842,3,115,6243
Sector 2 HSR Layout,2 BHK,1146,2,55,4799
Rachenahalli,1 BHK,440,1,28,6363
Sahakara Nagar,2 BHK,1048,2,50,4770
Thanisandra,3 BHK,1801,3,115,6385
Hennur Road,2 BHK,1232,2,69.61,5650
Whitefield,2 BHK,1150,2,90,7826
Talaghattapura,3 BHK,1868,3,120,6423
Begur,3 BHK,1445,2,47.1,3259
Hebbal Kempapura,3 BHK,1466,2,140,9549
Harlur,3 BHK,1730,3,100,5780
JP Nagar,3 BHK,3860,3,402,10414
Somasundara Palya,2 BHK,1185,2,70,5907
Yeshwanthpur,3 BHK,3027,4,260,8589
Whitefield,4 BHK,2400,4,147,6125
Kaval Byrasandra,2 BHK,1185,2,49,4135
other,2 BHK,1150,2,49,4260
other,5 Bedroom,2000,4,180,9000
other,6 Bedroom,875,3,98,11200
Pai Layout,2 BHK,1075,2,35,3255
Hebbal,3 BHK,1760,3,123,6988
Banashankari,2 BHK,1600,2,63.98,3998
other,4 Bedroom,910,4,140,15384
Haralur Road,2 BHK,1000,2,78,7800
7th Phase JP Nagar,2 BHK,1215,2,90,7407
EPIP Zone,3 BHK,1734,3,125,7208
Akshaya Nagar,2 BHK,1280,2,60,4687
Rachenahalli,2 BHK,1113,2,55,4941
Horamavu Banaswadi,2 BHK,1272,2,48,3773
Kereguddadahalli,3 BHK,1240,3,41,3306
Varthur,8 Bedroom,704,8,92,13068
Yelahanka,2 BHK,1100,2,70,6363
Ambalipura,2 BHK,896,2,30.13,3362
Rachenahalli,4 BHK,3657,5,220,6015
BTM 2nd Stage,2 BHK,1200,2,35,2916
Ramagondanahalli,4 BHK,2800,4,155,5535
Hebbal,4 BHK,2790,4,198,7096
Ambalipura,3 BHK,3500,3,198,5657
Ramamurthy Nagar,3 Bedroom,3600,3,150,4166
Sarjapur,2 BHK,1500,2,30,2000
other,8 Bedroom,1200,7,220,18333
other,2 BHK,1096,2,48,4379
other,2 Bedroom,580,2,95,16379
other,2 BHK,1094,2,44,4021
other,2 BHK,1100,2,49,4454
Iblur Village,4 BHK,2987.5,5,191,6393
Koramangala,4 BHK,2503,6,325,12984
Nagarbhavi,2 BHK,1145,2,40,3493
Rachenahalli,3 BHK,1550,3,74.5,4806
Seegehalli,3 BHK,1830,4,82,4480
Hoodi,3 BHK,1746,3,84.95,4865
other,4 Bedroom,1280,4,115,8984
Kengeri,2 BHK,918,2,27.54,3000
Chandapura,1 BHK,645,1,16.45,2550
Banashankari Stage III,3 BHK,1305,2,60,4597
Thigalarapalya,2 BHK,1207,2,62,5136
Thanisandra,3 BHK,1678,3,125,7449
Kaggalipura,2 BHK,950,2,50,5263
Munnekollal,10 Bedroom,1200,7,240,20000
Electronic City,2 BHK,1070,2,55,5140
Ardendale,3 BHK,1732.46,3,92,5310
Attibele,3 BHK,1639,2,40.98,2500
Marathahalli,2 BHK,1360,2,103,7573
Malleshpalya,4 Bedroom,2592,4,250,9645
other,3 Bedroom,4470,3,700,15659
other,5 Bedroom,720,4,62,8611
Lakshminarayana Pura,3 BHK,1656,3,150,9057
Sarjapur  Road,2 BHK,985,2,49,4974
Dodda Nekkundi,3 BHK,1999,3,135,6753
7th Phase JP Nagar,2 BHK,1050,2,75,7142
Whitefield,3 BHK,1440,2,64,4444
Basavangudi,3 BHK,1600,2,160,10000
Ramagondanahalli,2 BHK,1253,2,52.66,4202
other,3 Bedroom,1200,3,85,7083
Padmanabhanagar,3 BHK,1360,2,75,5514
other,2 BHK,1086,2,47.5,4373
other,3 BHK,1655,3,155,9365
Old Madras Road,4 Bedroom,2600,4,260,10000
Sarjapur  Road,2 BHK,1418,2,78,5500
Kalena Agrahara,2 BHK,1270,2,100,7874
Begur Road,3 BHK,1410,2,52.17,3700
other,2 BHK,1150,2,74,6434
Ramamurthy Nagar,2 Bedroom,600,3,45,7500
other,3 BHK,1440,3,65.8,4569
other,3 Bedroom,1200,2,108,9000
other,2 BHK,1200,2,75,6250
Begur Road,3 BHK,1410,2,50.06,3550
Chandapura,4 Bedroom,1200,5,92,7666
Jalahalli,3 Bedroom,600,3,60,10000
Whitefield,1 BHK,624,1,35,5608
Electronic City,2 BHK,1060,2,58,5471
Hebbal,4 BHK,3960,5,386,9747
Whitefield,2 Bedroom,1200,2,45,3750
Vidyaranyapura,4 Bedroom,1200,4,175,14583
Sarjapur,4 BHK,1917,3,60,3129
